raceid,kind,combo,payout
01261707,ワイド,4-9,1560
01261707,ワイド,5-9,1290
01261707,馬単,4-5,26640
01261707,三連複,4-5-9,16130
01261707,三連単,4-5-9,169780
01261708,単勝,9,260
01261708,複勝,9,130
01261708,複勝,8,380
01261708,複勝,10,160
01261708,枠連,7-7,1970
01261708,馬連,8-9,1960
01261708,ワイド,8-9,800
01261708,ワイド,9-10,290
01261708,ワイド,8-10,1730
01261708,馬単,9-8,3110
01261708,三連複,8-9-10,4270
01261708,三連単,9-8-10,15970
01261709,単勝,8,330
01261709,複勝,8,120
01261709,複勝,6,120
01261709,複勝,1,150
01261709,馬連,6-8,500
01261709,ワイド,6-8,210
01261709,ワイド,1-8,340
01261709,ワイド,1-6,360
01261709,馬単,8-6,1010
01261709,三連複,1-6-8,1040
01261709,三連単,8-6-1,4210
01261710,単勝,12,190
01261710,複勝,12,110
01261710,複勝,2,220
01261710,複勝,14,210
01261710,枠連,1-6,860
01261710,馬連,2-12,1310
01261710,ワイド,2-12,480
01261710,ワイド,12-14,370
01261710,ワイド,2-14,1380
01261710,馬単,12-2,1840
01261710,三連複,2-12-14,2860
01261710,三連単,12-2-14,9590
01261711,単勝,11,410
01261711,複勝,11,150
01261711,複勝,5,250
01261711,複勝,7,150
01261711,枠連,4-7,1570
01261711,馬連,5-11,3220
01261711,ワイド,5-11,950
01261711,ワイド,7-11,310
01261711,ワイド,5-7,1110
01261711,馬単,11-5,5770
01261711,三連複,5-7-11,3430
01261711,三連単,11-5-7,21390
01261712,単勝,9,180
01261712,複勝,9,110
01261712,複勝,12,120
01261712,複勝,5,150
01261712,枠連,6-7,260
01261712,馬連,9-12,300
01261712,ワイド,9-12,170
01261712,ワイド,5-9,290
01261712,ワイド,5-12,390
01261712,馬単,9-12,450
01261712,三連複,5-9-12,730
01261712,三連単,9-12-5,1800
04262701,単勝,3,260
04262701,複勝,3,120
04262701,複勝,6,230
04262701,複勝,5,960
04262701,枠連,3-6,890
04262701,馬連,3-6,920
04262701,ワイド,3-6,390
04262701,ワイド,3-5,1140
04262701,ワイド,5-6,2790
04262701,馬単,3-6,1400
04262701,三連複,3-5-6,6220
04262701,三連単,3-6-5,20050
04262702,単勝,1,950
04262702,複勝,1,400
04262702,複勝,3,370
04262702,複勝,10,690
04262702,枠連,1-2,2070
04262702,馬連,1-3,5020
04262702,ワイド,1-3,1690
04262702,ワイド,1-10,3350
04262702,ワイド,3-10,2620
04262702,馬単,1-3,10020
04262702,三連複,1-3-10,28500
04262702,三連単,1-3-10,171420
04262703,単勝,10,550
04262703,複勝,10,490
04262703,複勝,9,2140
04262703,複勝,8,740
04262703,枠連,7-7,5360
04262703,馬連,9-10,6100
04262703,ワイド,9-10,1380
04262703,ワイド,8-10,650
04262703,ワイド,8-9,2350
04262703,馬単,10-9,10510
04262703,三連複,8-9-10,13350
04262703,三連単,10-9-8,75130
04262704,単勝,12,310
04262704,複勝,12,130
04262704,複勝,9,190
04262704,複勝,15,170
04262704,枠連,5-7,370
04262704,馬連,9-12,860
04262704,ワイド,9-12,320
04262704,ワイド,12-15,250
04262704,ワイド,9-15,400
04262704,馬単,12-9,1360
04262704,三連複,9-12-15,700
04262704,三連単,12-9-15,3770
04262705,単勝,4,520
04262705,複勝,4,220
04262705,複勝,15,140
04262705,複勝,7,240
04262705,枠連,2-7,900
04262705,馬連,4-15,1470
04262705,ワイド,4-15,530
04262705,ワイド,4-7,1040
04262705,ワイド,7-15,590
04262705,馬単,4-15,3460
04262705,三連複,4-7-15,3780
04262705,三連単,4-15-7,22330
04262706,単勝,5,300
04262706,複勝,5,120
04262706,複勝,12,110
04262706,複勝,11,650
04262706,枠連,4-7,140
04262706,馬連,5-12,210
04262706,ワイド,5-12,150
04262706,ワイド,5-11,2260
04262706,ワイド,11-12,1350
04262706,馬単,5-12,540
04262706,三連複,5-11-12,3520
04262706,三連単,5-12-11,10860
04262707,単勝,7,1190
04262707,複勝,7,300
04262707,複勝,9,1400
04262707,複勝,10,520
04262707,枠連,4-5,7100
04262707,馬連,7-9,33620
04262707,ワイド,7-9,8230
04262707,ワイド,7-10,2790
04262707,ワイド,9-10,9930
04262707,馬単,7-9,61080
04262707,三連複,7-9-10,175490
04262707,三連単,7-9-10,1193640
04262708,単勝,9,210
04262708,複勝,9,110
04262708,複勝,3,170
04262708,複勝,5,490
04262708,枠連,2-5,350
04262708,馬連,3-9,500
04262708,ワイド,3-9,260
04262708,ワイド,5-9,970
04262708,ワイド,3-5,1670
04262708,馬単,9-3,770
04262708,三連複,3-5-9,3830
04262708,三連単,9-3-5,10790
04262709,単勝,8,480
04262709,複勝,8,160
04262709,複勝,11,190
04262709,複勝,6,140
04262709,枠連,7-8,840
04262709,馬連,8-11,1650
04262709,ワイド,8-11,660
04262709,ワイド,6-8,340
04262709,ワイド,6-11,640
04262709,馬単,8-11,3190
04262709,三連複,6-8-11,2560
04262709,三連単,8-11-6,15810
04262710,単勝,9,180
04262710,複勝,9,110
04262710,複勝,12,310
04262710,複勝,15,620
04262710,枠連,5-7,450
04262710,馬連,9-12,980
04262710,ワイド,9-12,460
04262710,ワイド,9-15,820
04262710,ワイド,12-15,3250
04262710,馬単,9-12,1130
04262710,三連複,9-12-15,5890
04262710,三連単,9-12-15,15690
04262711,単勝,9,3780
04262711,複勝,9,550
04262711,複勝,10,150
04262711,複勝,18,130
04262711,枠連,5-5,9760
04262711,馬連,9-10,9830
04262711,ワイド,9-10,2310
04262711,ワイド,9-18,1520
04262711,ワイド,10-18,350
04262711,馬単,9-10,24080
04262711,三連複,9-10-18,7070
04262711,三連単,9-10-18,83960
04262712,単勝,4,1070
04262712,複勝,4,320
04262712,複勝,13,170
04262712,複勝,5,420
04262712,枠連,2-7,630
04262712,馬連,4-13,2630
04262712,ワイド,4-13,1040
04262712,ワイド,4-5,3240
04262712,ワイド,5-13,1180
04262712,馬単,4-13,6610
04262712,三連複,4-5-13,12200
04262712,三連単,4-13-5,93620
07262701,単勝,16,1870
07262701,複勝,16,690
07262701,複勝,6,3250
07262701,複勝,11,2210
07262701,枠連,3-8,5570
07262701,馬連,6-16,117680
07262701,ワイド,6-16,25060
07262701,ワイド,11-16,14620
07262701,ワイド,6-11,20990
07262701,馬単,16-6,133080
07262701,三連複,6-11-16,657860
07262701,三連単,16-6-11,8783430
07262702,単勝,7,470
07262702,複勝,7,150
07262702,複勝,6,190
07262702,複勝,9,130
07262702,枠連,4-4,1660
07262702,馬連,6-7,1510
07262702,ワイド,6-7,600
07262702,ワイド,7-9,280
07262702,ワイド,6-9,430
07262702,馬単,7-6,2900
07262702,三連複,6-7-9,1450
07262702,三連単,7-6-9,8740
07262703,単勝,3,520
07262703,複勝,3,190
07262703,複勝,6,150
07262703,馬連,3-6,830
07262703,ワイド,3-6,350
07262703,ワイド,2-3,740
07262703,ワイド,2-6,600
07262703,馬単,3-6,1800
07262703,三連複,2-3-6,1810
07262703,三連単,3-6-2,8780
07262704,単勝,14,140
07262704,複勝,14,110
07262704,複勝,4,160
07262704,複勝,12,190
07262704,枠連,3-8,430
07262704,馬連,4-14,440
07262704,ワイド,4-14,200
07262704,ワイド,12-14,240
07262704,ワイド,4-12,940
07262704,馬単,14-4,590
07262704,三連複,4-12-14,1190
07262704,三連単,14-4-12,2910
07262705,単勝,6,450
07262705,複勝,6,160
07262705,複勝,7,170
07262705,複勝,3,240
07262705,枠連,3-4,790
07262705,馬連,6-7,820
07262705,ワイド,6-7,340
07262705,ワイド,3-6,560
07262705,ワイド,3-7,700
07262705,馬単,6-7,1680
07262705,三連複,3-6-7,2050
07262705,三連単,6-7-3,7440
07262706,単勝,10,340
07262706,複勝,10,150
07262706,複勝,7,160
07262706,複勝,8,1050
07262706,枠連,6-8,450
07262706,馬連,7-10,640
07262706,ワイド,7-10,290
07262706,ワイド,8-10,2890
07262706,ワイド,7-8,3020
07262706,馬単,10-7,1290
07262706,三連複,7-8-10,10670
07262706,三連単,10-7-8,42020
07262707,単勝,5,340
07262707,複勝,5,140
07262707,複勝,3,380
07262707,複勝,1,340
07262707,馬連,3-5,3080
07262707,ワイド,3-5,830
07262707,ワイド,1-5,830
07262707,ワイド,1-3,2180
07262707,馬単,5-3,4820
07262707,三連複,1-3-5,8720
07262707,三連単,5-3-1,46020
07262708,単勝,8,260
07262708,複勝,8,110
07262708,複勝,1,110
07262708,複勝,6,190
07262708,枠連,1-7,250
07262708,馬連,1-8,260
07262708,ワイド,1-8,170
07262708,ワイド,6-8,330
07262708,ワイド,1-6,420
07262708,馬単,8-1,560
07262708,三連複,1-6-8,700
07262708,三連単,8-1-6,2390
07262709,単勝,15,830
07262709,複勝,15,280
07262709,複勝,16,580
07262709,複勝,12,2600
07262709,枠連,8-8,7990
07262709,馬連,15-16,6720
07262709,ワイド,15-16,1840
07262709,ワイド,12-15,11500
07262709,ワイド,12-16,20540
07262709,馬単,15-16,10540
07262709,三連複,12-15-16,171550
07262709,三連単,15-16-12,619590
07262710,単勝,9,4570
07262710,複勝,9,1290
07262710,複勝,2,820
07262710,複勝,14,280
07262710,枠連,1-5,5900
07262710,馬連,2-9,80350
07262710,ワイド,2-9,16000
07262710,ワイド,9-14,6810
07262710,ワイド,2-14,2610
07262710,馬単,9-2,167620
07262710,三連複,2-9-14,195960
07262710,三連単,9-2-14,1890590
07262711,単勝,4,460
07262711,複勝,4,220
07262711,複勝,3,580
07262711,複勝,11,240
07262711,枠連,2-3,1570
07262711,馬連,3-4,6080
07262711,ワイド,3-4,2020
07262711,ワイド,4-11,890
07262711,ワイド,3-11,2570
07262711,馬単,4-3,10210
07262711,三連複,3-4-11,20080
07262711,三連単,4-3-11,89830
07262712,単勝,15,310
07262712,複勝,15,140
07262712,複勝,5,130
07262712,複勝,7,180
07262712,枠連,3-8,340
07262712,馬連,5-15,450
07262712,ワイド,5-15,210
07262712,ワイド,7-15,440
07262712,ワイド,5-7,250
07262712,馬単,15-5,830
07262712,三連複,5-7-15,890
07262712,三連単,15-5-7,3100
