raceid,kind,combo,payout
07262510,枠連,2-8,550
07262510,馬連,4-15,1210
07262510,ワイド,4-15,420
07262510,ワイド,15-16,540
07262510,ワイド,4-16,410
07262510,馬単,15-4,2640
07262510,三連複,4-15-16,2060
07262510,三連単,15-4-16,12740
07262511,単勝,4,150
07262511,複勝,4,110
07262511,複勝,5,610
07262511,複勝,9,200
07262511,枠連,4-5,710
07262511,馬連,4-5,2770
07262511,ワイド,4-5,1100
07262511,ワイド,4-9,330
07262511,ワイド,5-9,3160
07262511,馬単,4-5,3350
07262511,三連複,4-5-9,5140
07262511,三連単,4-5-9,17060
07262512,単勝,15,350
07262512,複勝,15,180
07262512,複勝,7,230
07262512,複勝,4,1120
07262512,枠連,4-7,1560
07262512,馬連,7-15,1330
07262512,ワイド,7-15,570
07262512,ワイド,4-15,2240
07262512,ワイド,4-7,4610
07262512,馬単,15-7,2970
07262512,三連複,4-7-15,19250
07262512,三連単,15-7-4,83200
