raceid,kind,combo,payout
07262110,馬連,12-13,1780
07262110,ワイド,12-13,480
07262110,ワイド,9-12,310
07262110,ワイド,9-13,370
07262110,馬単,12-13,4390
07262110,三連複,9-12-13,1460
07262110,三連単,12-13-9,12900
07262111,単勝,3,150
07262111,複勝,3,110
07262111,複勝,7,110
07262111,複勝,2,220
07262111,馬連,3-7,220
07262111,ワイド,3-7,130
07262111,ワイド,2-3,530
07262111,ワイド,2-7,680
07262111,馬単,3-7,310
07262111,三連複,2-3-7,1190
07262111,三連単,3-7-2,2750
07262112,単勝,3,970
07262112,複勝,3,280
07262112,複勝,4,140
07262112,複勝,8,200
07262112,枠連,2-2,1910
07262112,馬連,3-4,1440
07262112,ワイド,3-4,530
07262112,ワイド,3-8,1270
07262112,ワイド,4-8,480
07262112,馬単,3-4,3250
07262112,三連複,3-4-8,3520
07262112,三連単,3-4-8,20220
